"country","year","greenhouse_gas_per_capita","public_expenditure_health_%gdp","fertiltiy_rate","oop_expenditure_healthcare_per_capita","youth_mortality_rate","burden_of_disease","hdi"
"Cyprus",2001,8.11,2.44925944,1.66,679.72791,0.798884,23254.4144190204,0.837
"Czechia",2001,15.43,5.76490276,1.14,110.08955,0.689116,25738.6226951165,0.843
"Denmark",2001,13.08,7.66053888,1.75,377.621,0.669298,23258.8363083511,0.905
"Djibouti",2001,3.1,3.48638026,4.36,37.567978,10.56049,57102.9582464677,0.416
"Dominican Republic",2001,3.27,1.92589591,2.86,177.0752,4.479651,31609.6238142612,0.682
"Ecuador",2001,3.2,1.22846315,2.97,140.09782,3.27515,29322.919673444,0.696
"Egypt",2001,2.63,2.32755828,3.18,220.53554,4.935745,42580.6656847589,0.642
"El Salvador",2001,1.92,3.75344867,2.9,207.21559,3.613828,33455.7922137214,0.659
"Equatorial Guinea",2001,8.25,1.33552519,5.79,279.43564,17.748896,68875.3538250812,0.578
"Eritrea",2001,1.35,1.38678138,5.23,36.798092,10.39688,86125.4612701595,0.409
"Estonia",2001,12.92,3.81748706,1.34,95.15126,1.30697,34219.4705695062,0.832
"Eswatini",2001,2.51,2.93365728,4.11,41.924461,14.2656,109518.306197006,0.496
"Ethiopia",2001,2.11,2.2308182,6.38,8.553894,17.407156,82336.7836316069,0.362
"Fiji",2001,2.01,2.62817835,3.05,22.805265,2.944337,45140.3315420405,0.698
"Finland",2001,15.48,5.34361309,1.73,439.99673,0.559412,23145.7053369997,0.899
"France",2001,9.21,7.84866657,1.84,197.46725,0.659272,21176.7119267064,0.874
"Gabon",2001,10.89,1.28583741,4.46,233.07703,9.822304,63419.9749568187,0.647
"Gambia",2001,2.94,1.55374665,5.93,14.988295,13.41122,57659.9484085676,0.421
"Georgia",2001,2.23,1.38819437,1.59,148.32849,3.69676,31749.8377600751,0.718
"Germany",2001,12.46,8.03376379,1.35,342.30951,0.639376,21694.2592874026,0.911
"Ghana",2001,5.37,2.04500369,4.75,97.807716,11.48861,62537.2180055033,0.519
"Grenada",2001,4.37,4.5132388,2.51,241.38446,1.805716,28442.1368222626,0.729
"Guatemala",2001,1.83,2.16538254,4.49,196.24518,5.578626,40428.6636615586,0.579
"Guinea",2001,8.95,1.27041596,6.02,25.346682,18.64348,79451.9408056403,0.38
"Guyana",2001,6.48,4.89801031,2.99,29.886353,4.979525,43587.3690405603,0.614
"Haiti",2001,0.86,1.47257876,4.18,40.963043,11.99371,66964.9596767757,0.458
"Honduras",2001,1.87,3.61645901,3.94,84.151932,4.158223,35565.3196448985,0.586
"Hungary",2001,7.46,4.90774789,1.29,260.16693,1.12829,30965.1311273035,0.811
"Iceland",2001,13.44,7.40536903,2,546.66748,0.519493,19767.3555585964,0.891
"India",2001,1.75,1.07799618,3.24,66.548706,10.095779,53511.5800829553,0.545
"Indonesia",2001,3.96,0.9635658,2.51,44.884266,5.853779,41593.3554628296,0.641
"Iran",2001,6.87,2.19473642,2.09,301.59399,3.743152,33256.9872448642,0.731
"Ireland",2001,18.15,4.91167275,1.96,224.20062,0.829034,23551.5134939925,0.902
"Israel",2001,10.23,4.71917215,2.92,574.45111,0.80901,21687.514979033,0.872
"Italy",2001,9.54,5.97316417,1.27,532.50006,0.659311,20370.7435020841,0.862
"Jamaica",2001,4.58,2.44963229,2.53,129.39223,2.541934,28319.1706504653,0.7
"Japan",2001,10.92,6.29740618,1.31,317.76376,0.549484,18083.2499515527,0.877
"Jordan",2001,3.4,4.7860931,3.95,230.67757,3.138076,32913.6747468191,0.732
"Kazakhstan",2001,15.05,1.96579516,1.94,134.34337,4.520512,45124.8929702267,0.754
"Kenya",2001,1.37,2.06730417,5.11,43.608017,11.494,72493.8153767621,0.505
"Kiribati",2001,0.51,8.49180328,4.02,0.19379598,7.991578,62024.6798715723,0.58
"Kuwait",2001,30.08,2.93851402,2.77,347.51929,1.516625,22105.0196663687,0.788
"Kyrgyzstan",2001,1.82,1.96892384,2.58,39.755371,5.139661,43170.1634033805,0.621
"Laos",2001,2.95,1.17779072,4.14,39.659561,13.057069,65362.1779733502,0.512
"Latvia",2001,5.17,3.15770795,1.21,253.85023,1.675444,35611.9232833331,0.809
"Lebanon",2001,5.4,3.73396391,2.13,579.17859,2.1253,27296.1770785061,0.731
"Lesotho",2001,2.04,4.37251011,3.97,28.660248,13.10452,104096.853329902,0.466
"Liberia",2001,0.72,1.64715108,5.8,6.8119602,19.86113,80494.098344697,0.383
"Libya",2001,11.5,2.21029369,2.75,368.31519,3.264985,31986.0361996111,0.751
"Lithuania",2001,6.06,4.54791886,1.31,150.7968,1.307116,32760.1422854325,0.817
"Luxembourg",2001,24.24,6.23638901,1.68,493.37131,0.54955,22867.5574248637,0.881
"Madagascar",2001,8.11,2.80851566,5.45,21.832306,12.358776,63109.4386118873,0.484
"Malawi",2001,1.06,2.2150815,6.1,3.3396866,18.10302,115062.891833841,0.389
"Malaysia",2001,7.44,1.99038232,2.66,137.14377,1.30658,27806.132797871,0.737
"Mali",2001,7.45,2.87244863,6.88,40.716206,23.95968,83131.5303283701,0.372
"Malta",2001,7.76,4.83426775,1.6,387.03003,0.879025,21294.6667665435,0.822
"Mauritania",2001,4.15,1.87956046,5.39,82.007576,12.946656,51625.4694721565,0.475
"Mexico",2001,5.32,2.39862085,2.67,280.17822,2.841904,27640.4159405647,0.736
"Moldova",2001,3.13,3.20753727,1.35,64.732185,3.248315,39023.7820769948,0.656
"Mongolia",2001,11.37,3.89985284,2.1,43.067638,6.31404,54981.202364877,0.66
"Morocco",2001,1.84,1.42775923,2.72,85.741859,5.321916,40223.5341766708,0.586
"Mozambique",2001,15.81,3.96759611,5.81,2.7746179,19.214284,90732.2661919134,0.365
"Namibia",2001,16.22,3.4742469,3.93,15.104297,8.989696,79365.1958502284,0.56
"Nepal",2001,1.24,1.5944633,3.88,28.654078,9.02912,46850.2082032449,0.486
"Netherlands",2001,13.73,4.89473375,1.71,223.97885,0.749146,22195.5777074082,0.897
"New Zealand",2001,19.66,5.79198493,1.96,287.71753,0.898704,23622.7567999771,0.891
"Nicaragua",2001,2.84,2.83595012,2.98,63.310097,4.218465,29006.7404666424,0.6
"Niger",2001,0.93,1.8667212,7.67,21.489626,25.994994,84121.4813386298,0.289
"Nigeria",2001,2.54,1.01770735,6.08,76.998749,20.747632,82109.0110473274,0.475
"Norway",2001,15.84,7.22396035,1.78,516.27576,0.599389,22321.1626244019,0.936
"Oman",2001,17.73,2.52896361,3.48,127.7838,1.83538,29866.299536432,0.752
"Pakistan",2001,1.77,0.55152418,4.44,49.57016,11.9345,57606.4766151274,0.505
"Panama",2001,3.67,5.17975863,2.72,167.60666,2.99848,24788.4863579611,0.744
"Papua New Guinea",2001,1.81,5.89505579,4.48,4.2592497,8.845167,72510.5763198613,0.484
"Paraguay",2001,16.07,2.65411195,3.43,126.22051,3.832126,29346.4548673877,0.649
"Peru",2001,1.89,2.83143959,2.87,93.179749,4.14858,28780.6542440498,0.695
"Philippines",2001,1.79,1.32444308,3.77,45.357906,4.732578,38849.2706535207,0.651
"Poland",2001,10.08,4.21039136,1.31,183.08461,1.068328,27823.6494111358,0.814
"Portugal",2001,8.24,6.23314425,1.46,403.76205,0.898459,24324.9187259519,0.803
"Qatar",2001,73.78,1.92199248,3.12,555.79205,1.47664,29170.1489703421,0.827
"Romania",2001,6.22,3.53419163,1.31,53.454735,2.589661,34114.5623929271,0.767
"Russia",2001,18.15,3.32863724,1.22,127.58055,2.291536,45420.1569877665,0.759
"Rwanda",2001,0.47,2.13889149,5.54,7.4106154,21.647755,95610.3414983113,0.429
"Saint Lucia",2001,2.58,3.24344438,2.06,214.95808,2.16334,28881.7188253569,0.711
"Saint Vincent and the Grenadines",2001,2.07,2.95063474,2.32,43.210445,2.611488,32881.2065077761,0.704
"Samoa",2001,1.85,3.84802214,4.48,20.018417,2.550672,31935.7922857495,0.675
"Sao Tome and Principe",2001,1.33,3.79203831,5.23,68.169052,9.500238,48193.4165844919,0.526
"Saudi Arabia",2001,15.1,3.25646885,3.83,234.19638,2.432341,29338.0505555552,0.777
"Senegal",2001,5.8,2.13524027,5.39,40.84388,15.458413,60042.3586754311,0.427
"Sierra Leone",2001,6.84,2.8241415,6.24,43.227848,26.106336,88205.3896272735,0.35
"Singapore",2001,12.05,0.88703977,1.41,734.85461,0.489532,19128.063061255,0.871
"Solomon Islands",2001,9.78,6.1623372,4.67,2.9953759,3.542957,50138.4286924316,0.497
"South Africa",2001,8.97,3.33080341,2.79,83.642113,9.238875,75825.3019814251,0.616
"South Korea",2001,11.03,2.62878772,1.29,337.40625,0.918509,23470.9656391957,0.862
"Spain",2001,9.24,5.15573849,1.25,388.87595,0.679205,20359.9273598212,0.848
"Sri Lanka",2001,1.19,1.7582097,2.25,49.675934,2.02312,30331.5878329037,0.724
"Sudan",2001,15.15,0.75511584,5.4,58.132965,12.00091,54704.9694927921,0.446
"Sweden",2001,8.67,7.18824026,1.58,409.20691,0.519549,20282.2971825067,0.902
"Switzerland",2001,7.48,5.8529463,1.43,1139.7684,0.679285,20484.3089877427,0.912
"Tajikistan",2001,1.64,0.94976625,3.78,35.54401,8.963145,40579.0110405702,0.599
"Tanzania",2001,5.6,1.76959539,5.68,25.331791,14.023574,78234.2456855387,0.458
"Thailand",2001,4.52,1.86940923,1.64,78.535614,2.696896,32458.7506943298,0.699
"Togo",2001,3.54,1.25272483,5.36,27.624966,14.422235,71903.0960282849,0.443
"Tonga",2001,1.77,4.28410043,4.24,20.365164,2.093464,34093.0885473702,0.695
"Trinidad and Tobago",2001,19.85,2.2269812,1.74,289.00085,3.61852,34921.1819415588,0.757
"Tunisia",2001,3.2,2.83444795,2.09,127.05867,3.45515,28888.518278224,0.695
"Turkey",2001,4.64,3.51255381,2.45,106.59099,4.38255,31351.5235830274,0.701
"Uganda",2001,2.33,1.98004866,6.82,25.93845,16.0152,93846.0642877277,0.449
"Ukraine",2001,9.45,3.07213869,1.14,116.06591,2.123488,39143.5768650537,0.721
"United Arab Emirates",2001,34.58,1.9444921,2.53,302.89514,1.357057,32693.827123003,0.83
"United Kingdom",2001,11.55,5.76594989,1.67,196.60977,0.769168,22628.0527362224,0.889
"United States",2001,23.94,6.07409801,2.03,724.13293,1.008506,25516.0819841586,0.901
"Uruguay",2001,8.9,2.31432705,2.22,159.08643,1.90585,26971.143887666,0.761
"Uzbekistan",2001,6.75,2.55011411,2.64,56.254242,6.384286,41204.027188505,0.634
"Vanuatu",2001,2.41,2.78855013,4.27,7.0084677,3.37438,50981.2077629664,0.579
"Venezuela",2001,10.64,2.3407567,2.78,307.12805,2.46223,29408.8503440475,0.727
"Vietnam",2001,1.97,1.62756071,1.95,36.598183,3.42296,31717.151965165,0.624
"Yemen",2001,1.37,2.29418065,6.13,70.285767,10.160374,56088.3101259859,0.479
"Zambia",2001,27.48,3.52655921,6,30.624218,17.683368,109606.576746944,0.492
"Albania",2000,2.72,2.25841796,2.16,166.79497,2.810935,29406.9315449909,0.704
"Algeria",2000,4.29,2.55856124,2.51,72.837738,4.584592,31611.7455158528,0.692
"Angola",2000,2.12,1.67721647,6.64,17.415514,23.757178,88523.6910572787,0.455
"Antigua and Barbuda",2000,4.77,2.78780548,2.32,154.59117,1.765828,27376.90206166,0.766
"Argentina",2000,8.94,4.96580358,2.56,315.89301,2.254456,28536.0280733608,0.782
"Armenia",2000,2.24,1.137532,1.3,112.13264,3.1843,31497.2081828451,0.693
"Australia",2000,56.45,5.39951167,1.76,451.99185,0.749194,21715.4637095473,0.908
"Austria",2000,10.32,7.53636652,1.37,482.11337,0.679285,22234.0423994469,0.855
"Azerbaijan",2000,5.3,0.86689275,2.03,103.46086,7.914144,43909.5745211506,0.679
"Bahamas",2000,10.69,2.50254759,2.07,223.40771,1.95424,32604.6423326128,0.786
"Bangladesh",2000,1.03,0.94671241,3.12,16.873671,9.752986,50425.0475965607,0.505
"Barbados",2000,4.87,3.39205001,1.74,235.5094,1.756352,26463.0290654342,0.767
"Belarus",2000,8.36,4.6264546,1.24,51.040802,1.57616,38057.1301978922,0.725
"Belize",2000,6.78,2.09169732,3.6,85.578674,2.799572,35649.7089598834,0.693
"Benin",2000,5.86,1.91752678,5.96,29.332958,17.173144,67821.7236693983,0.44
"Bhutan",2000,4.03,5.32505165,3.6,13.072084,9.015105,48381.5740510464,0.51
"Bolivia",2000,10.96,3.24534362,4.06,49.499569,8.769952,44959.8434766917,0.624
"Bosnia and Herzegovina",2000,5.97,4.03209571,1.5,138.54456,1.158317,26663.7439316679,0.7
"Botswana",2000,22.96,2.89985242,3.39,53.749393,9.59474,80475.8331330055,0.596
"Brazil",2000,6.97,2.83247185,2.3,274.87296,3.788549,35723.862543004,0.7
"Brunei",2000,28.96,2.59858883,2.22,290.66702,1.466578,27532.4754760602,0.838
"Bulgaria",2000,8.1,3.69827419,1.18,150.67419,2.084192,32181.1967362444,0.75
"Burkina Faso",2000,4,2.01691535,6.59,11.924408,21.179068,85593.9889726679,0.324
"Burundi",2000,0.53,1.40436446,7.01,18.449444,20.822563,117885.042005611,0.33
"Cambodia",2000,3.47,1.34014962,3.81,48.998268,12.46814,59890.5183074823,0.49
"Cameroon",2000,10.68,0.93262919,5.58,66.521141,17.91898,76223.5709254034,0.466
"Canada",2000,24.72,6.09842676,1.52,401.49438,0.759132,21369.4150299022,0.892
"Cape Verde",2000,0.77,3.52493312,3.76,37.210911,3.984025,37493.279338038,0.598
"Central African Republic",2000,133.06,2.10214684,5.5,12.88639,19.474776,119296.79999572,0.319
"Chad",2000,15.49,2.66748418,7.35,27.33214,22.05043,88983.6528047475,0.33
"Chile",2000,5.92,3.33206176,2.11,289.40869,1.307602,24939.5933401662,0.788
"China",2000,4.03,1.75984347,1.5,77.863167,4.123072,32490.7529979813,0.647
"Colombia",2000,4.07,4.68382687,2.39,47.537498,2.929,30354.9252548655,0.683
"Comoros",2000,0.67,1.5227231,5.32,116.8325,11.215647,56994.2603458192,0.455
"Congo",2000,8.82,1.22259206,5.1,31.700388,13.431682,85948.6888740063,0.5
"Costa Rica",2000,2.51,5.61242476,2.37,162.99916,1.526904,22509.7968397674,0.728
"Cote d'Ivoire",2000,1.76,1.7880357,5.71,77.533112,17.103088,83673.1947707869,0.413
"Croatia",2000,6.17,6.60227507,1.44,112.35347,0.998589,26807.7104277647,0.783
"Cyprus",2000,8.43,2.40283024,1.72,634.47479,0.838812,23643.0647068975,0.831
"Czechia",2000,15.8,5.70253492,1.12,94.115913,0.719065,26170.2353467881,0.835
"Denmark",2000,12.84,7.29518541,1.77,357.07861,0.679285,23484.9712963113,0.903
"Djibouti",2000,2.74,3.9005063,4.48,36.075905,10.841845,58320.3469098517,0.405
"Dominican Republic",2000,3.33,2.19249507,2.89,172.75296,4.60827,31917.4092955944,0.675
"Ecuador",2000,3.15,0.89600318,3.03,124.03683,3.453704,30177.787046708,0.693
"Egypt",2000,2.64,2.24695839,3.23,189.37801,5.232856,42285.8047273889,0.634
"El Salvador",2000,1.76,3.79630276,3.02,208.90517,3.783221,33227.0838676235,0.651
"Equatorial Guinea",2000,6.59,2.16627168,5.83,192.83136,18.204544,73928.0172292393,0.567
"Eritrea",2000,1.47,1.58851117,5.33,37.879646,10.954912,91478.662078232,0.408
"Estonia",2000,12.72,4.07551484,1.32,99.013268,1.41648,33933.6569542093,0.825
"Eswatini",2000,2.65,2.9584121,4.19,41.40443,13.938328,101304.671682273,0.48
"Ethiopia",2000,2.76,2.38265541,6.53,7.687573,18.195466,90027.3486368553,0.346
"Fiji",2000,1.94,3.23557116,3.09,21.26368,2.983741,45909.8031129033,0.695
"Finland",2000,14.51,5.14446416,1.73,423.84738,0.569398,23649.3120450386,0.895
"France",2000,9.19,7.75949958,1.82,182.86469,0.679244,21266.5115945182,0.869
"Gabon",2000,26.74,1.15485616,4.54,204.07964,9.997096,62455.9772061211,0.647
"Gambia",2000,2.33,1.23486671,5.95,15.813311,13.91176,58183.5517944024,0.416
"Georgia",2000,2.62,1.18060889,1.61,138.77486,3.945132,31908.7643017708,0.712
"Germany",2000,12.36,7.99875265,1.35,325.49802,0.659352,22051.384037148,0.903
"Ghana",2000,5.69,1.49809434,4.83,95.369926,11.883744,62576.4524263075,0.509
"Grenada",2000,4.67,3.44699932,2.58,243.0929,1.855447,28658.288141559,0.727
"Guatemala",2000,6.01,1.90628799,4.6,143.95749,5.815746,41564.2289898014,0.571
"Guinea",2000,9.58,1.09593945,6.08,24.117537,19.4611,80640.6190148366,0.371
"Guinea-Bissau",2000,5.46,0.51596524,5.82,29.472479,19.88776,87254.5400625227,0.396
"Guyana",2000,5.85,4.95494348,3.02,27.479141,5.108518,43482.6485727747,0.614
"Haiti",2000,0.84,1.67955659,4.3,42.082191,12.38016,68625.0401892511,0.453
"Honduras",2000,3.36,3.59297017,4.06,75.991142,4.346438,36105.8800974222,0.58
"Hungary",2000,7.39,4.99226279,1.31,219.17865,1.198081,31999.8563629927,0.804
"Iceland",2000,14.66,7.54498042,2.01,516.26105,0.539467,20119.8486417289,0.889
"India",2000,1.79,1.11244301,3.31,57.842384,10.505201,54405.7034387583,0.535
"Indonesia",2000,2.94,0.72468259,2.51,41.915482,6.129463,42298.9504482442,0.632
"Iran",2000,6.78,1.8631225,2.21,271.13757,3.941532,33084.964780175,0.695
"Ireland",2000,17.91,4.46660108,1.95,217.35805,0.86892,24214.4492017271,0.896
"Israel",2000,10.43,4.46036146,2.92,522.99628,0.838965,21743.0934245646,0.872
"Italy",2000,9.61,5.70465804,1.25,541.93311,0.699216,20609.3109859446,0.857
"Jamaica",2000,4.65,3.22045272,2.58,105.80671,2.601526,28501.4436683752,0.695
"Japan",2000,11.09,6.08761401,1.32,303.32159,0.56946,18329.9320810492,0.873
"Jordan",2000,3.49,4.63530935,4.03,216.03194,3.207768,33440.6128469673,0.729
"Kazakhstan",2000,13.93,2.11931065,1.92,157.35622,4.76893,44891.0519131387,0.747
"Kenya",2000,1.47,2.1667251,5.18,41.542423,11.97235,72693.021845285,0.49
"Kiribati",2000,0.51,7.58292048,4.06,0.20708095,8.197408,62463.4237706997,0.585
"Kuwait",2000,31.81,1.90745895,2.85,311.35422,1.546444,22982.2181429007,0.783
"Kyrgyzstan",2000,2.04,2.0709018,2.66,37.316082,5.377725,43566.1366320252,0.616
"Laos",2000,4.63,1.13056391,4.31,36.894115,13.4785,67037.6959488021,0.506
"Latvia",2000,4.86,3.26544668,1.18,206.80499,1.774995,34783.4806988253,0.802
"Lebanon",2000,5.2,3.20634861,2.23,613.12952,2.2646,27842.6333746144,0.732
"Lesotho",2000,1.73,3.47402105,4.09,29.82313,12.83803,98938.5792997902,0.461
"Liberia",2000,0.72,1.44875611,5.88,10.194896,21.149368,82626.5563425905,0.378
"Libya",2000,11.89,1.65983086,2.86,357.24283,3.344545,32351.7716499935,0.747
"Lithuania",2000,6.07,4.50192924,1.34,132.28702,1.356897,31963.1086700427,0.809
"Luxembourg",2000,23.54,6.36126718,1.7,467.99863,0.57952,23192.5021860343,0.878
"Madagascar",2000,5.34,2.57330423,5.55,22.121092,13.03154,64959.6429026958,0.479
"Malawi",2000,1.36,2.77855655,6.15,3.5836515,19.409308,116611.043435593,0.38
"Malaysia",2000,7.39,1.69353255,2.78,145.99338,1.376328,28422.6891397599,0.731
"Mali",2000,6.4,2.06992132,6.9,43.61956,24.83785,85540.9989256361,0.363
"Malta",2000,6.54,4.74239481,1.67,319.09842,0.898999,21528.5612904648,0.824
"Mauritania",2000,4.41,2.77099352,5.45,78.860435,12.992884,52682.3697747003,0.466
"Mexico",2000,5.67,2.31810751,2.72,250.91579,3.001156,28149.1946937174,0.728
"Moldova",2000,2.97,3.22971286,1.44,52.415699,3.566455,39672.0354356302,0.648
"Mongolia",2000,21.59,3.82828628,2.14,40.516232,6.820606,56090.637909258,0.65
"Morocco",2000,1.77,1.22973785,2.78,77.343918,5.569124,40899.5861311373,0.58
"Mozambique",2000,11.92,4.31188308,5.82,2.7522676,20.217368,91357.3554901678,0.357
"Namibia",2000,17.89,4.21402942,4.02,14.754858,8.95951,77246.7962970467,0.556
"Nepal",2000,1.32,1.35212335,4.03,26.117168,9.56449,48444.3284997562,0.475
"Netherlands",2000,13.83,4.68262134,1.72,211.299,0.759132,22383.8044654074,0.891
"New Zealand",2000,19.29,5.82783913,1.98,246.74843,0.918668,23883.6858121683,0.888
"Nicaragua",2000,2.79,2.88110204,3.08,63.3209,4.456393,29358.3029702058,0.596
"Niger",2000,0.98,1.52246548,7.68,20.764462,27.0278,86299.6739010612,0.283
"Nigeria",2000,2.57,0.94928603,6.11,63.495754,21.378782,83152.9890423907,0.465
"Norway",2000,15.86,6.82382819,1.85,512.1828,0.619363,22613.1178697596,0.932
"Oman",2000,15.63,2.51203413,3.72,125.44583,1.954885,30562.772362078,0.748
"Pakistan",2000,1.79,0.60860242,4.58,53.012085,12.245014,58081.6182122951,0.5
"Panama",2000,3.02,5.28462631,2.74,161.4894,3.057994,25068.6580553132,0.739
"Papua New Guinea",2000,1.48,3.2561627,4.53,3.9969933,8.922875,72101.8850250212,0.479
"Paraguay",2000,7.44,3.23062815,3.55,127.11658,3.921355,29740.1997020089,0.649
"Peru",2000,2.57,2.72083151,2.93,90.094543,4.475619,30040.5459348791,0.698
"Philippines",2000,1.92,1.52676137,3.81,43.513428,4.860139,38708.8552667188,0.65
"Poland",2000,10.26,3.85271314,1.35,175.4899,1.118233,28448.1971043749,0.808
"Portugal",2000,8.61,6.19327948,1.46,396.4538,0.9682,24759.3896589802,0.8
"Qatar",2000,75.03,1.57473007,3.24,518.00409,1.536375,30395.9096855654,0.831
"Romania",2000,5.91,3.51369973,1.31,47.739239,2.718174,34151.1928006718,0.755
"Russia",2000,18.9,3.24682435,1.2,111.04879,2.391076,45386.9937789739,0.752
"Rwanda",2000,0.61,1.65315324,5.64,7.1794033,23.395412,102497.79261773,0.408
"Saint Lucia",2000,2.58,2.87509471,2.2,204.6152,2.173303,29350.3794284699,0.7
"Saint Vincent and the Grenadines",2000,2.06,3.06737313,2.38,39.594147,2.62145,33522.4745566684,0.697
"Samoa",2000,1.82,4.11544971,4.5,17.336945,2.62019,32190.8653661477,0.673
"Sao Tome and Principe",2000,1.49,3.82397586,5.28,45.747295,10.0372,49502.265668965,0.517
"Saudi Arabia",2000,14.96,3.05183447,3.97,225.68665,2.57164,29775.4521815319,0.77
"Senegal",2000,4.92,1.89554163,5.47,37.892998,16.183001,61490.6406577528,0.422
"Sierra Leone",2000,3.23,3.49413205,6.32,41.970982,26.707367,90413.3997148048,0.342
"Solomon Islands",2000,9.9,4.29952127,4.72,3.0370266,3.592426,50496.015058541,0.487
"South Africa",2000,9.2,3.29083908,2.83,85.040375,8.927488,73329.4304806656,0.614
"South Korea",2000,10.91,2.06942784,1.35,313.01303,0.96835,24165.7532355827,0.855
"Spain",2000,9.39,5.16745964,1.23,357.62827,0.699136,20674.7812123951,0.844
"Sri Lanka",2000,1.24,1.84632163,2.24,49.025074,2.092575,32460.6524137055,0.718
"Sudan",2000,19.42,0.88739896,5.47,52.355644,12.431536,55768.2409806321,0.436
"Suriname",2000,5.28,5.61756267,2.86,106.68848,3.95206,38249.8140991639,0.676
"Sweden",2000,8.78,6.94369809,1.56,314.03183,0.529508,20342.4749419936,0.899
"Switzerland",2000,7.39,5.49217584,1.44,1101.6234,0.689272,20832.6963111897,0.905
"Tajikistan",2000,1.62,0.94647466,3.91,31.922775,9.690648,41238.7883647753,0.593
"Tanzania",2000,6.32,1.14593937,5.69,18.204899,14.874856,80219.4324483627,0.448
"Thailand",2000,4.51,1.90638513,1.67,77.221024,2.81583,33735.539062736,0.693
"Togo",2000,4.44,1.42084297,5.41,28.783337,14.794934,71556.4284371625,0.436
"Tonga",2000,1.79,3.35035807,4.25,19.738857,2.12335,34124.5205204953,0.693
"Trinidad and Tobago",2000,19.02,1.9555949,1.75,277.30383,3.618228,35298.0590558933,0.752
"Tunisia",2000,3.18,2.96160995,2.14,117.07109,3.673516,29376.875166907,0.689
"Turkey",2000,5,3.11423965,2.5,127.94689,4.659816,32474.5928162501,0.69
"Uganda",2000,3.03,1.83795893,6.87,25.291649,16.71792,97174.0951690046,0.437
"Ukraine",2000,9.56,2.89545481,1.15,101.68892,2.22297,39769.9415663408,0.715
"United Arab Emirates",2000,36.58,1.6770586,2.64,428.88556,1.406752,32682.2787096745,0.825
"United Kingdom",2000,11.44,5.52346736,1.68,180.61002,0.779155,22884.5339730502,0.891
"United States",2000,24.7,5.65347102,2.05,705.59271,1.018488,25548.3887379481,0.898
"Uruguay",2000,9.15,2.71154755,2.24,162.46945,1.95558,27473.5143842262,0.756
"Uzbekistan",2000,6.73,2.51569082,2.74,54.515442,6.661342,41209.515900912,0.628
"Vanuatu",2000,2.5,2.73692934,4.37,6.882174,3.39427,50940.344253309,0.572
"Venezuela",2000,10.27,2.16305948,2.82,278.65323,2.531971,29412.0853313845,0.714
"Vietnam",2000,1.94,1.51386344,2.01,33.939384,3.590992,32210.1363462507,0.616
"Yemen",2000,1.36,2.23528563,6.31,62.635391,10.669096,57691.144730693,0.474
"Zambia",2000,27.61,3.71989992,6.04,31.699984,18.647344,110200.016113645,0.48
